mode,fold,phase,epoch,loss,epoch_seconds,peak_gpu_mem_mb
topk2,1,topk2-warmup,1,0.3655146206450011,637.8437943458557,1212.7861328125
topk2,1,topk2-warmup,2,0.30833639407219005,614.4565055370331,1212.7861328125
topk2,1,topk2-unfrozen,1,0.27205953847511144,778.1075086593628,1786.39697265625
topk2,1,topk2-unfrozen,2,0.21785475278702163,776.4164230823517,1786.39697265625
topk2,1,topk2-unfrozen,3,0.19893045487963487,778.2376072406769,1786.39697265625
topk2,2,topk2-warmup,1,0.36116575829329944,608.5739600658417,1212.9111328125
topk2,2,topk2-warmup,2,0.295067010264075,613.9615812301636,1212.9111328125
topk2,2,topk2-unfrozen,1,0.2634574632529938,772.3553552627563,1787.27197265625
topk2,2,topk2-unfrozen,2,0.20787583553483563,773.3534581661224,1787.27197265625
topk2,2,topk2-unfrozen,3,0.19724385665936603,773.7069656848907,1787.27197265625
topk2,3,topk2-warmup,1,0.35889764882180386,616.8912642002106,1212.9111328125
topk2,3,topk2-warmup,2,0.2989639642073256,619.3201332092285,1212.9111328125
topk2,3,topk2-unfrozen,1,0.257183880118951,785.6179032325745,1787.27197265625
topk2,3,topk2-unfrozen,2,0.20756520125810582,781.7247874736786,1787.27197265625
topk2,3,topk2-unfrozen,3,0.19253420250323897,781.6091227531433,1787.27197265625
topk2,4,topk2-warmup,1,0.3679911443209158,614.2528796195984,1212.9111328125
topk2,4,topk2-warmup,2,0.29798126269627034,614.1702768802643,1212.9111328125
topk2,4,topk2-unfrozen,1,0.266034390137802,775.3259346485138,1787.27197265625
topk2,4,topk2-unfrozen,2,0.213595231875624,778.0280570983887,1787.27197265625
topk2,4,topk2-unfrozen,3,0.18833388563958764,776.7966747283936,1787.27197265625
topk2,5,topk2-warmup,1,0.3673901695970304,613.5634269714355,1212.9111328125
topk2,5,topk2-warmup,2,0.30046855209135936,612.071896314621,1212.9111328125
topk2,5,topk2-unfrozen,1,0.26291713812329537,776.4688405990601,1787.27197265625
topk2,5,topk2-unfrozen,2,0.20739460339522153,776.2067794799805,1787.27197265625
topk2,5,topk2-unfrozen,3,0.19198830134553624,774.3310732841492,1787.27197265625
