lambda,fold,epoch,loss,epoch_seconds,peak_gpu_mem_mb
1.0,1,1,0.08575908143120327,806.1594014167786,2907.58251953125
1.0,1,2,0.05046794276551581,782.7089960575104,2907.58251953125
1.0,1,3,0.02711738034565375,782.1052479743958,2907.58251953125
1.0,1,4,0.017515166942654502,782.5567018985748,2907.58251953125
1.0,1,5,0.03238302366453669,782.2338514328003,2907.20751953125
1.0,2,1,0.09826268974676847,778.338760137558,2909.08837890625
1.0,2,2,0.03077869315050535,777.6832411289215,2909.43798828125
1.0,2,3,0.025311936409026015,777.7334606647491,2909.08837890625
1.0,2,4,0.023217195748177814,777.9043691158295,2908.71337890625
1.0,2,5,0.019380259042834892,777.6696245670319,2909.08837890625
1.0,3,1,0.07777040320460256,787.7608623504639,2909.08837890625
1.0,3,2,0.03526580893424731,787.7867691516876,2909.28173828125
1.0,3,3,0.02451995274711285,787.8970768451691,2909.08837890625
1.0,3,4,0.02866555459870005,787.4002377986908,2909.08837890625
1.0,3,5,0.018898882109098514,787.6412057876587,2909.08837890625
1.0,4,1,0.07908412907088376,780.8661785125732,2909.08837890625
1.0,4,2,0.03672433169044722,780.2669739723206,2909.08837890625
1.0,4,3,0.0310125318191919,781.0092277526855,2909.08837890625
1.0,4,4,0.024758354739431155,780.78981757164,2909.08837890625
1.0,4,5,0.024423292554389794,780.5270433425903,2909.08837890625
1.0,5,1,0.09273014652846334,780.2185473442078,2909.08837890625
1.0,5,2,0.038820696307314544,780.6289169788361,2909.08837890625
1.0,5,3,0.03069967608618892,780.3014557361603,2908.33837890625
1.0,5,4,0.026136724415284588,779.1762518882751,2909.08837890625
1.0,5,5,0.023039767902745655,779.6600322723389,2909.43798828125
