lambda,fold,epoch,loss,epoch_seconds,peak_gpu_mem_mb
0.0,1,1,0.016243073901766398,844.9994099140167,2907.58251953125
0.0,1,2,0.01666816365289519,822.3319628238678,2907.58251953125
0.0,1,3,0.002498925563779054,820.3127295970917,2907.58251953125
0.0,1,4,0.004772837551330214,822.2949771881104,2907.58251953125
0.0,1,5,0.00010808590947361537,818.4326429367065,2907.20751953125
0.0,2,1,0.012598432697557164,816.0218076705933,2909.08837890625
0.0,2,2,8.31699093742784e-05,813.891583442688,2909.43798828125
0.0,2,3,3.358270902632891e-05,813.7144174575806,2909.08837890625
0.0,2,4,1.8116113899431804e-05,815.8407490253448,2908.71337890625
0.0,2,5,1.1597229965287075e-05,813.3351995944977,2909.08837890625
0.0,3,1,0.018685964990548094,825.5530920028687,2909.08837890625
0.0,3,2,0.01910331969827831,822.5380892753601,2909.28173828125
0.0,3,3,0.002667125494593972,823.0785436630249,2909.08837890625
0.0,3,4,8.949196594913248e-05,824.5046875476837,2909.08837890625
0.0,3,5,5.028010801141929e-05,821.9706046581268,2909.08837890625
0.0,4,1,0.020121276117894427,817.7021996974945,2909.08837890625
0.0,4,2,0.004806539290073004,815.6751263141632,2909.08837890625
0.0,4,3,0.004854485488700632,817.3944141864777,2909.08837890625
0.0,4,4,0.005707986762358872,818.3763456344604,2909.08837890625
0.0,4,5,0.001115109596918921,815.9541778564453,2909.08837890625
0.0,5,1,0.01535160318028058,819.2489304542542,2909.08837890625
0.0,5,2,0.021630768679746257,817.53209400177,2909.08837890625
0.0,5,3,0.00322336866745992,815.0960328578949,2908.33837890625
0.0,5,4,0.00010811465552803924,813.4916396141052,2909.08837890625
0.0,5,5,4.8840457595038575e-05,815.6953356266022,2909.43798828125
