lambda,fold,epoch,loss,epoch_seconds,peak_gpu_mem_mb
0.5,1,1,0.05207922377631697,850.3627035617828,2907.58251953125
0.5,1,2,0.01928668458627835,828.311516046524,2907.58251953125
0.5,1,3,0.020815451979348493,828.4292829036713,2907.58251953125
0.5,1,4,0.016381925646834845,827.1516540050507,2907.58251953125
0.5,1,5,0.016912998765731255,827.0331041812897,2907.20751953125
0.5,2,1,0.04859088836607361,823.683929681778,2909.08837890625
0.5,2,2,0.014599711057778063,822.4312419891357,2909.43798828125
0.5,2,3,0.014453814558186827,821.4916679859161,2909.08837890625
0.5,2,4,0.014897119373776987,822.254132270813,2908.71337890625
0.5,2,5,0.010813787277318567,821.3728075027466,2909.08837890625
0.5,3,1,0.05197843842060221,835.3782329559326,2909.08837890625
0.5,3,2,0.024767899320529828,833.8203899860382,2909.28173828125
0.5,3,3,0.01978716444403669,833.8484678268433,2909.08837890625
0.5,3,4,0.006463580189071498,833.1492946147919,2909.08837890625
0.5,3,5,0.009745976929212093,833.4521622657776,2909.08837890625
0.5,4,1,0.05533057166859537,827.9761781692505,2909.08837890625
0.5,4,2,0.022349534463524213,826.8788278102875,2909.08837890625
0.5,4,3,0.013212460492134516,825.9844160079956,2909.08837890625
0.5,4,4,0.015203727719070437,825.6966898441315,2909.08837890625
0.5,4,5,0.011003215601715655,825.8346605300903,2909.08837890625
0.5,5,1,0.046344766156604995,826.252295255661,2909.08837890625
0.5,5,2,0.032400619563178,826.1518955230713,2909.08837890625
0.5,5,3,0.02065539026789108,825.4721381664276,2908.33837890625
0.5,5,4,0.011553753176946274,825.312643289566,2909.08837890625
0.5,5,5,0.01619010382522372,824.3924381732941,2909.43798828125
