lambda,fold,epoch,loss,epoch_seconds,peak_gpu_mem_mb
0.25,1,1,0.04009217844797851,847.7571134567261,2907.58251953125
0.25,1,2,0.019162840632733165,824.7561645507812,2907.58251953125
0.25,1,3,0.010722844902946017,825.0645134449005,2907.58251953125
0.25,1,4,0.012981608890983782,826.0932676792145,2907.58251953125
0.25,1,5,0.004641164907751247,824.8690235614777,2907.20751953125
0.25,2,1,0.037468466350516774,820.5191795825958,2909.08837890625
0.25,2,2,0.01343504412086784,820.750162601471,2909.43798828125
0.25,2,3,0.014153466446118222,819.2938559055328,2909.08837890625
0.25,2,4,0.012633254834439694,819.7579350471497,2908.71337890625
0.25,2,5,0.005797304803138739,817.8925926685333,2909.08837890625
0.25,3,1,0.03930509101517709,832.4552314281464,2909.08837890625
0.25,3,2,0.01892758454203454,829.8195321559906,2909.28173828125
0.25,3,3,0.010599516767201592,829.9740128517151,2909.08837890625
0.25,3,4,0.002663252598711061,828.7141172885895,2909.08837890625
0.25,3,5,0.008856996132074023,827.116886138916,2909.08837890625
0.25,4,1,0.03631784594886718,823.7703018188477,2909.08837890625
0.25,4,2,0.01743497403206479,820.5460031032562,2909.08837890625
0.25,4,3,0.012952270349471084,821.6274688243866,2909.08837890625
0.25,4,4,0.013502882454476887,821.1908452510834,2909.08837890625
0.25,4,5,0.006159047960207755,820.6385862827301,2909.08837890625
0.25,5,1,0.043179894721428747,822.0144312381744,2909.08837890625
0.25,5,2,0.01949501878661516,820.7342841625214,2909.08837890625
0.25,5,3,0.010616861151338296,821.502854347229,2908.33837890625
0.25,5,4,0.006109752268181366,821.237131357193,2909.08837890625
0.25,5,5,0.004979221120939206,821.0369923114777,2909.43798828125
