mode,fold,phase,epoch,loss,epoch_seconds,peak_gpu_mem_mb
frozen,1,frozen,1,0.3655146206450011,624.1060972213745,1212.7861328125
frozen,1,frozen,2,0.30833639407219005,603.6753554344177,1212.7861328125
frozen,1,frozen,3,0.29442858980375136,602.9172401428223,1212.7861328125
frozen,1,frozen,4,0.2825263688569941,603.310704946518,1212.7861328125
frozen,1,frozen,5,0.2777213644917925,602.4934911727905,1212.7861328125
frozen,2,frozen,1,0.36116575829329944,598.7756044864655,1212.9111328125
frozen,2,frozen,2,0.295067010264075,597.6993663311005,1212.9111328125
frozen,2,frozen,3,0.28534059946144386,597.1383078098297,1212.9111328125
frozen,2,frozen,4,0.27476283072360924,598.0150637626648,1212.9111328125
frozen,2,frozen,5,0.27491736999816363,598.6118514537811,1212.9111328125
frozen,3,frozen,1,0.35889764882180386,608.3395743370056,1212.9111328125
frozen,3,frozen,2,0.2989639642073256,607.7392802238464,1212.9111328125
frozen,3,frozen,3,0.2839366441948754,607.9021708965302,1212.9111328125
frozen,3,frozen,4,0.27857490478311214,607.1180446147919,1212.9111328125
frozen,3,frozen,5,0.26493683336507,607.7629950046539,1212.9111328125
frozen,4,frozen,1,0.3679911443209158,602.0171539783478,1212.9111328125
frozen,4,frozen,2,0.29798126269627034,602.0163018703461,1212.9111328125
frozen,4,frozen,3,0.2881714626439387,601.8260066509247,1212.9111328125
frozen,4,frozen,4,0.27767824656271106,601.1031141281128,1212.9111328125
frozen,4,frozen,5,0.2639492337969191,601.1713175773621,1212.9111328125
frozen,5,frozen,1,0.3673901695970304,603.171724319458,1212.9111328125
frozen,5,frozen,2,0.30046855209135936,602.3089599609375,1212.9111328125
frozen,5,frozen,3,0.2863103572892237,602.3138756752014,1212.9111328125
frozen,5,frozen,4,0.28003214625641704,602.5711650848389,1212.9111328125
frozen,5,frozen,5,0.2688641991890684,602.6748731136322,1212.9111328125
